# obtained text file "Affyprobeset.fcvalue", downloaded on 1 July 2016 from 
# http://halfonlab.ccr.buffalo.edu/platinum_spike/Affyprobeset.fcvalue
"probe.set.id","fold.change"
1627808_at,0
1627809_at,0
1627810_at,0
1627811_at,0
1627812_s_at,1.5
1627813_at,0
1627814_at,0
1627815_at,0
1627816_a_at,1
1627817_at,0
1627818_s_at,2
1627819_at,0
1627820_at,0
1627821_s_at,0
1627822_at,1
1627823_at,0
1627824_at,0
1627825_at,0
1627826_s_at,1
1627827_a_at,1
1627828_s_at,1
1627829_at,1.7
1627830_at,2
1627831_at,MF
1627832_at,0
1627833_at,0
1627834_a_at,1
1627835_a_at,0
1627836_at,0
1627837_at,0
1627838_at,3.5
1627839_at,1
1627840_a_at,0
1627841_at,3.5
1627842_at,0
1627843_at,1
1627844_at,1
1627845_at,1
1627846_at,0
1627847_s_at,0
1627848_at,0
1627849_at,0
1627850_at,1
1627851_at,0
1627852_at,1
1627853_at,0
1627854_at,0
1627855_at,0
1627856_at,0
1627857_at,0
1627858_at,0
1627859_at,0
1627860_at,0
1627861_s_at,1
1627862_at,0
1627863_at,0
1627864_at,1
1627865_a_at,0.4
1627866_at,0
1627867_at,0
1627868_at,1
1627869_at,0
1627870_at,0
1627871_at,0
1627872_at,1
1627873_at,0.25
1627874_at,0
1627875_at,0
1627876_at,0
1627877_at,0
1627878_at,0
1627879_at,0
1627880_at,0
1627881_at,0
1627882_at,1
1627883_at,0
1627884_at,0
1627885_s_at,1
1627886_at,2
1627887_at,0
1627888_at,0
1627889_at,0
1627890_at,0
1627891_at,0
1627892_at,3.5
1627893_at,1
1627894_s_at,1
1627895_at,0
1627896_at,0
1627897_at,0
1627898_at,3.5
1627899_at,0
1627900_at,0
1627901_a_at,0
1627902_at,0
1627903_at,0
1627904_at,0
1627905_at,0
1627906_at,0
1627907_at,0
1627908_at,0
1627909_at,0
1627910_s_at,0.4
1627911_at,0
1627912_at,0
1627913_at,0
1627914_at,0
1627915_a_at,0.833333333333333
1627916_s_at,0.285714285714286
1627917_at,0
1627918_at,0
1627919_at,0.4
1627920_at,0
1627921_at,0
1627922_at,0
1627923_at,1
1627924_at,1
1627925_at,0
1627926_at,0
1627927_at,MC
1627928_at,0
1627929_at,0
1627930_s_at,1.5
1627931_at,0
1627932_at,0
1627933_a_at,0
1627934_at,1
1627935_a_at,0
1627936_s_at,0
1627937_at,0
1627938_at,1
1627939_a_at,3.5
1627940_at,0
1627941_at,0
1627942_at,0
1627943_at,0
1627944_a_at,0
1627945_at,0
1627946_at,0
1627947_at,0
1627948_at,0
1627949_at,0
1627950_at,0
1627951_at,0
1627952_a_at,0
1627953_at,0
1627954_a_at,0
1627955_a_at,0
1627956_x_at,1.7
1627957_at,0.285714285714286
1627958_at,0
1627959_a_at,0
1627960_at,0
1627961_a_at,0
1627962_at,0
1627963_s_at,0
1627964_s_at,1
1627965_s_at,0
1627966_s_at,MC
1627967_a_at,0
1627968_at,0
1627969_at,0
1627970_at,1
1627971_s_at,0.25
1627972_at,0
1627973_s_at,1
1627974_at,0
1627975_at,0
1627976_at,0
1627977_at,1
1627978_at,0
1627979_at,0
1627980_at,0
1627981_at,0
1627982_at,0
1627983_at,1.5
1627984_at,1
1627985_a_at,0
1627986_s_at,3.5
1627987_s_at,0
1627988_at,1
1627989_at,0
1627990_at,0
1627991_at,0
1627992_at,0
1627993_at,0
1627994_at,0
1627995_at,0
1627996_a_at,1
1627997_at,0
1627998_s_at,1
1627999_s_at,0
1628000_s_at,0
1628001_at,MC
1628002_at,0
1628003_s_at,0
1628004_at,0
1628005_at,0
1628006_at,0
1628007_at,0
1628008_a_at,0
1628009_at,0
1628010_at,0
1628011_a_at,0
1628012_at,0
1628013_at,0
1628014_at,3.5
1628015_at,0
1628016_s_at,0
1628017_a_at,0
1628018_at,0.666666666666667
1628019_a_at,1
1628020_at,0
1628021_at,0
1628022_at,0
1628023_at,0
1628024_at,0
1628025_at,0
1628026_at,0
1628027_a_at,1
1628028_s_at,0.833333333333333
1628029_at,0
1628030_at,0
1628031_at,0
1628032_a_at,0
1628033_at,0
1628034_at,0
1628035_at,0
1628036_at,0
1628037_at,1
1628038_at,0
1628039_at,0
1628040_at,0
1628041_a_at,0.4
1628042_at,3.5
1628043_s_at,0
1628044_at,2
1628045_s_at,0
1628049_at,1
1628050_at,0
1628051_at,0
1628052_at,1
1628053_at,1
1628054_at,0
1628055_at,0
1628056_at,0
1628057_at,0
1628058_at,0
1628059_at,0
1628060_at,0
1628061_at,0
1628062_at,0
1628063_at,1
1628064_at,0
1628065_at,0
1628066_at,0
1628067_s_at,1
1628068_s_at,0
1628069_at,0
1628070_at,0
1628071_at,0
1628072_at,0
1628073_s_at,0
1628074_at,0
1628075_at,0
1628076_at,0
1628077_at,3.5
1628078_at,0
1628079_at,0
1628080_at,1
1628081_s_at,0.285714285714286
1628082_at,0
1628083_at,1.7
1628084_at,0
1628085_at,0
1628086_at,0
1628087_s_at,1
1628088_at,0
1628089_at,0
1628090_at,0
1628091_at,1
1628092_at,0
1628093_at,0
1628094_at,0
1628095_at,0
1628096_at,3.5
1628097_at,0
1628098_at,0
1628099_at,1
1628100_at,0
1628101_s_at,1
1628102_a_at,0
1628103_at,0
1628104_at,0
1628105_a_at,0
1628106_at,3.5
1628107_at,0
1628108_at,0
1628109_at,0.4
1628110_s_at,MC
1628111_at,0
1628112_at,1
1628113_at,0
1628114_s_at,0
1628115_at,0
1628116_at,0
1628117_at,1
1628118_at,0
1628119_at,0
1628120_at,0
1628121_at,3.5
1628122_at,1
1628123_at,1.7
1628124_at,0
1628125_at,0
1628126_at,0
1628127_at,1.5
1628128_at,0
1628129_a_at,0
1628130_at,0
1628131_at,2
1628132_at,1
1628133_at,0
1628134_at,0
1628135_s_at,1
1628136_at,0
1628137_at,0
1628138_s_at,MC
1628139_at,0
1628140_at,0
1628141_at,1
1628142_at,0
1628143_a_at,1
1628144_at,0
1628145_at,0
1628146_at,1
1628147_at,0
1628148_at,1
1628149_a_at,0.666666666666667
1628150_a_at,0
1628151_at,0
1628152_at,0.833333333333333
1628153_at,0
1628154_at,0
1628155_at,1
1628156_at,0
1628157_at,0
1628158_at,0
1628159_a_at,0
1628160_a_at,1
1628161_at,1
1628162_at,0
1628163_at,0
1628164_at,1
1628165_at,0
1628166_a_at,0
1628167_s_at,0
1628168_at,0
1628169_at,1
1628170_at,0
1628171_at,0
1628172_at,1
1628173_at,0
1628174_at,1.7
1628175_at,3
1628176_at,0
1628177_at,0
1628178_a_at,1.7
1628179_at,0
1628180_at,1
1628181_at,0
1628182_at,0
1628183_at,0
1628184_at,0
1628185_at,0
1628186_at,0
1628187_s_at,0
1628188_at,3
1628189_at,1
1628190_at,1
1628191_at,0
1628192_at,0
1628193_s_at,0
1628194_at,1
1628195_at,0
1628196_at,0
1628197_at,0
1628198_at,1
1628199_at,0
1628200_at,0
1628201_at,3.5
1628202_at,0.666666666666667
1628203_at,0
1628204_at,0
1628205_at,0
1628206_at,0
1628207_at,0
1628208_at,0
1628209_at,0
1628210_at,0
1628211_s_at,0
1628212_at,0
1628213_s_at,0.25
1628214_at,1
1628215_s_at,1
1628216_at,0
1628217_at,0
1628218_at,0
1628219_at,0
1628220_at,0
1628221_at,0
1628222_at,0
1628223_at,1
1628224_a_at,0
1628225_at,0
1628226_at,1
1628227_at,0
1628228_at,0
1628229_at,1
1628230_x_at,0
1628231_at,1
1628232_at,1
1628233_at,0
1628234_at,0
1628235_at,0
1628236_at,0
1628237_s_at,1
1628238_at,0
1628239_at,0
1628240_at,0.4
1628241_at,3
1628242_s_at,0
1628243_at,MC
1628244_at,0
1628245_at,0
1628246_at,0
1628247_at,0
1628248_at,0
1628249_at,0
1628250_at,0
1628251_at,0
1628252_at,3.5
1628253_at,0
1628254_at,0
1628255_at,0
1628256_at,0
1628257_s_at,1
1628258_at,1
1628259_at,0
1628260_at,0
1628261_at,0
1628262_a_at,0
1628263_s_at,0
1628264_a_at,1
1628265_a_at,MC
1628266_at,0
1628267_at,0
1628268_at,3.5
1628269_at,0
1628270_at,0
1628271_at,0
1628272_a_at,1
1628273_at,0
1628274_a_at,0
1628275_at,0
1628276_s_at,1
1628277_at,0
1628278_at,0
1628279_s_at,0
1628280_at,0
1628281_at,1
1628282_at,0
1628283_at,1
1628284_at,1
1628285_a_at,0
1628286_at,0
1628287_at,0
1628288_s_at,1
1628289_at,0
1628290_s_at,1
1628291_at,0
1628292_s_at,0
1628293_a_at,3.5
1628294_at,0
1628295_at,0
1628296_at,0
1628297_a_at,1
1628298_at,1
1628299_at,1
1628300_s_at,0
1628301_at,0
1628302_at,0
1628303_at,0
1628304_at,0
1628305_at,0
1628306_at,1
1628307_at,1
1628308_at,0
1628309_at,1.7
1628310_at,0
1628311_at,0
1628312_at,0
1628313_at,0
1628314_a_at,3.5
1628315_at,3.5
1628316_at,1
1628317_at,0
1628318_at,0
1628319_s_at,1
1628320_at,0
1628321_at,0
1628322_at,0.833333333333333
1628323_s_at,0.4
1628324_at,1
1628325_at,1
1628326_at,0
1628327_at,0
1628328_at,0
1628329_at,0
1628330_at,0
1628331_at,1
1628332_at,0
1628333_at,1
1628334_at,0
1628335_at,1
1628336_a_at,1
1628337_at,0
1628338_at,0.285714285714286
1628339_a_at,1
1628340_s_at,0.285714285714286
1628341_at,1
1628342_s_at,0
1628343_at,0
1628344_at,0
1628345_at,0
1628346_at,0
1628347_s_at,0
1628348_at,0
1628349_a_at,0
1628350_a_at,0
1628351_at,0
1628352_a_at,1
1628353_at,0
1628354_at,0
1628355_at,0
1628356_at,0
1628357_at,0
1628358_at,2
1628359_at,0
1628360_at,0
1628361_at,0
1628362_s_at,0
1628363_at,1
1628364_at,1.7
1628365_at,1
1628366_at,0
1628367_at,0
1628368_at,1
1628369_at,0
1628370_at,0
1628371_at,0
1628372_a_at,3
1628373_at,0
1628374_at,0
1628375_at,0
1628376_x_at,0
1628377_s_at,1
1628378_at,0
1628379_at,0
1628380_at,0
1628381_at,0
1628382_at,1
1628383_at,1
1628384_at,0
1628385_a_at,0
1628386_at,0
1628387_s_at,0
1628388_at,0
1628389_at,3.5
1628390_at,1
1628391_at,0
1628392_x_at,0
1628393_at,0
1628394_at,0
1628395_at,0
1628396_at,0
1628397_at,0.666666666666667
1628398_at,3.5
1628399_s_at,0.833333333333333
1628400_at,0
1628401_at,0
1628402_a_at,0.666666666666667
1628403_at,0
1628404_at,1
1628405_at,3.5
1628406_s_at,0
1628407_at,0
1628408_at,0
1628409_at,0
1628410_at,0
1628411_at,0
1628412_at,0
1628413_at,0
1628414_at,1
1628415_at,0
1628416_s_at,1
1628417_at,0
1628418_at,0
1628419_a_at,0.666666666666667
1628420_s_at,1
1628421_at,0
1628422_s_at,0.285714285714286
1628423_at,1
1628424_at,3.5
1628425_at,3.5
1628426_s_at,1
1628427_a_at,1.5
1628428_at,0
1628429_at,0
1628430_at,0
1628431_at,0
1628432_at,3.5
1628433_at,0
1628434_at,0
1628435_at,MC
1628436_at,0
1628437_at,0
1628438_at,1
1628439_s_at,0
1628440_at,0
1628441_at,0
1628442_at,0
1628443_at,0
1628444_at,0
1628445_at,1
1628446_at,0
1628447_at,0
1628448_at,0
1628449_at,0
1628450_at,0.25
1628451_at,1
1628452_at,0.4
1628453_at,1.7
1628454_at,0
1628455_at,0
1628456_at,0
1628457_at,0
1628458_at,0.4
1628459_at,1
1628460_at,0
1628461_a_at,0
1628462_s_at,1
1628463_at,1
1628464_s_at,0
1628465_a_at,1
1628466_s_at,0
1628467_at,0
1628468_at,0
1628469_a_at,1
1628470_s_at,1
1628471_at,0
1628472_at,0.666666666666667
1628473_at,0
1628474_at,0
1628475_at,1
1628476_at,0
1628477_s_at,1
1628478_at,0
1628479_at,0
1628480_at,0
1628481_at,1
1628482_at,0
1628483_at,1
1628484_at,0
1628485_at,0
1628486_a_at,1
1628487_s_at,3.5
1628488_at,0.4
1628489_at,0
1628490_at,3.5
1628491_at,0
1628492_at,0
1628493_at,1
1628494_a_at,1
1628495_at,0
1628496_at,0
1628497_at,1
1628498_at,0
1628499_at,0
1628500_at,0
1628501_at,0
1628502_at,0
1628503_at,0
1628504_at,0
1628505_at,1.7
1628506_a_at,0
1628507_at,1
1628508_at,0
1628509_at,MC
1628510_at,0
1628511_at,0
1628512_at,1
1628513_at,0
1628514_at,0
1628515_at,0
1628516_at,0
1628517_at,0
1628518_at,0
1628519_at,0
1628520_at,0
1628521_at,1
1628522_at,0
1628523_at,0
1628524_at,0
1628525_at,1
1628526_at,0
1628527_at,0
1628528_at,0
1628529_a_at,0
1628530_at,0
1628531_at,0
1628532_at,0
1628533_at,0
1628534_at,0
1628535_at,0
1628536_s_at,1
1628537_s_at,0
1628538_at,0
1628539_at,0
1628540_s_at,0
1628541_at,0
1628542_at,0
1628543_a_at,0
1628544_at,0
1628545_at,0
1628546_at,0
1628547_at,0
1628548_at,0
1628549_x_at,0
1628550_a_at,1
1628551_at,0
1628552_at,3.5
1628553_at,0
1628554_at,0
1628555_at,0
1628556_s_at,0.285714285714286
1628557_at,0.25
1628558_at,0
1628559_at,0
1628560_at,0
1628561_at,0
1628562_s_at,0
1628563_at,0
1628564_at,0
1628565_at,1
1628566_at,0
1628567_at,0
1628568_at,0
1628569_at,0
1628570_at,1
1628571_at,0
1628572_s_at,0.666666666666667
1628573_a_at,3.5
1628574_at,0
1628575_at,0
1628576_at,0
1628577_at,0
1628578_at,0
1628579_at,0.666666666666667
1628580_a_at,0
1628581_at,0
1628582_at,0
1628583_at,0
1628584_at,1
1628585_at,0
1628586_at,0
1628587_at,0
1628588_at,0
1628589_at,0
1628590_at,0
1628591_at,0
1628592_at,0
1628593_at,0
1628594_at,0
1628595_at,1
1628596_at,0
1628597_at,0
1628598_s_at,3.5
1628599_at,0
1628600_at,0
1628601_at,0
1628602_a_at,0.4
1628603_at,0
1628604_at,0
1628605_at,0
1628606_at,0
1628607_at,0
1628608_at,0
1628609_at,0
1628610_at,0
1628611_at,3.5
1628612_at,0
1628613_a_at,1
1628614_at,0
1628615_at,2
1628616_at,0
1628617_at,0
1628618_at,0
1628619_at,0
1628620_at,0
1628621_at,0
1628622_s_at,1
1628623_at,0
1628624_s_at,0
1628625_at,0
1628626_at,0
1628627_at,1
1628628_at,1
1628629_at,0
1628630_at,0
1628631_at,0
1628632_at,2
1628633_at,0
1628634_at,1.7
1628635_at,0
1628636_a_at,1
1628637_at,0
1628638_at,1
1628639_at,0
1628640_at,0
1628641_at,0
1628642_at,0
1628643_at,0
1628644_at,0
1628645_at,0
1628646_at,0
1628647_at,0
1628648_at,1
1628649_at,0
1628650_at,0
1628651_a_at,1
1628652_at,0
1628653_at,0
1628654_at,0
1628655_at,0
1628656_at,0
1628657_at,3
1628658_at,0
1628659_at,1
1628660_at,0
1628661_at,0
1628662_at,0
1628663_s_at,0.285714285714286
1628664_at,0
1628665_at,1
1628666_at,1
1628667_at,0.833333333333333
1628668_at,0
1628669_at,1
1628670_at,0
1628671_a_at,0
1628672_at,0
1628673_at,0.4
1628674_at,0
1628675_at,1
1628676_at,0
1628677_at,0
1628678_at,1
1628679_at,1
1628680_at,0
1628681_at,0
1628682_at,3.5
1628683_at,0
1628684_at,0.25
1628685_at,0
1628686_a_at,0
1628687_at,0
1628688_at,1
1628689_at,0
1628690_at,1
1628691_at,0
1628692_at,0
1628693_at,0
1628694_a_at,1
1628695_at,0
1628696_at,0
1628697_at,0
1628698_at,0
1628699_at,1
1628700_at,0
1628701_a_at,0
1628702_at,0
1628703_at,0
1628704_at,0
1628705_at,1
1628706_at,0
1628707_at,0
1628708_at,0
1628709_at,0
1628710_at,0
1628711_at,0
1628712_at,1
1628713_at,0
1628714_at,1
1628715_a_at,0.25
1628716_at,0
1628717_a_at,1
1628718_at,0
1628719_at,0.666666666666667
1628720_at,0
1628721_at,0
1628722_at,0
1628723_at,0
1628724_at,0
1628725_at,0
1628726_s_at,1
1628727_at,0
1628728_at,0
1628729_at,0
1628730_at,0
1628731_s_at,1
1628732_at,0
1628733_at,0
1628734_at,0
1628735_at,0
1628736_at,0
1628737_at,0
1628738_at,0
1628739_at,0
1628740_at,0
1628741_s_at,0
1628742_at,0
1628743_at,0
1628744_s_at,MC
1628745_at,0
1628746_at,0
1628747_at,0
1628748_at,0
1628749_at,0
1628750_at,0
1628751_at,0.666666666666667
1628752_at,0
1628753_at,3
1628754_s_at,0.833333333333333
1628755_at,0
1628756_at,0
1628757_at,1
1628758_at,1
1628759_a_at,0
1628760_at,0
1628761_s_at,1
1628762_at,0
1628763_at,2
1628764_at,0.833333333333333
1628765_at,0
1628766_at,0.4
1628767_s_at,2
1628768_at,0
1628769_at,0
1628770_at,0
1628771_s_at,1
1628772_at,0
1628773_at,0
1628774_a_at,1
1628775_s_at,0
1628776_at,0
1628777_at,0
1628778_at,1
1628779_a_at,0
1628780_at,0
1628781_at,0
1628782_at,1
1628783_at,0
1628784_at,0
1628785_at,3.5
1628786_at,0
1628787_s_at,0
1628788_a_at,0
1628789_x_at,0
1628790_at,0
1628791_at,2
1628792_at,0
1628793_at,0
1628794_at,0
1628795_s_at,1
1628796_at,0
1628797_at,0
1628798_at,0
1628799_at,0
1628800_at,0.25
1628801_at,1
1628802_at,0
1628803_at,0
1628804_at,0
1628805_s_at,0
1628806_at,1
1628807_at,1
1628808_at,0
1628809_at,0
1628810_at,0
1628811_at,0
1628812_at,0
1628813_at,0
1628814_s_at,0
1628815_at,1.5
1628816_at,0
1628817_at,0
1628818_at,0
1628819_at,0
1628820_at,0
1628821_at,1
1628822_at,0
1628823_at,0
1628824_s_at,1
1628825_at,1
1628826_at,0
1628827_s_at,0
1628828_s_at,0.25
1628829_at,0
1628830_at,0
1628831_at,1
1628832_s_at,0
1628833_at,0
1628834_a_at,1
1628835_at,0
1628836_at,0
1628837_at,0
1628838_at,0
1628839_at,0
1628840_at,1
1628841_at,0
1628842_s_at,2
1628843_at,1
1628844_at,0
1628845_at,0
1628846_at,1
1628847_a_at,0
1628848_at,0
1628849_at,0
1628850_at,0
1628851_at,0
1628852_at,0
1628853_at,2
1628854_at,0
1628855_s_at,0
1628856_at,MC
1628857_at,0
1628858_at,0
1628859_at,0
1628860_at,0
1628861_at,0
1628862_at,1
1628863_at,0
1628864_at,0
1628865_at,1
1628866_at,1
1628867_s_at,0.285714285714286
1628868_at,0
1628869_s_at,1
1628870_at,0
1628871_at,0
1628872_at,1
1628873_s_at,1
1628874_at,0
1628875_at,0
1628876_at,0
1628877_at,0
1628878_at,0
1628879_at,0
1628880_at,0
1628881_at,0
1628882_at,0
1628883_at,0
1628884_at,0
1628885_at,0.25
1628886_at,0
1628887_a_at,0
1628888_at,0
1628889_s_at,0
1628890_at,0
1628891_at,0
1628892_s_at,1
1628893_at,0
1628894_a_at,0
1628895_at,0
1628896_a_at,0
1628897_at,0
1628898_at,0
1628899_at,0
1628900_at,0
1628901_at,0
1628902_at,0
1628903_s_at,1
1628904_at,0
1628905_at,0
1628906_at,0
1628907_at,3
1628908_at,0
1628909_at,0
1628910_at,0
1628911_at,0
1628912_at,0
1628913_at,0
1628914_at,0
1628915_s_at,1.7
1628916_at,0
1628917_at,0
1628918_at,1
1628919_at,0
1628920_at,1
1628921_s_at,0
1628922_s_at,1
1628923_at,0
1628924_a_at,0
1628925_at,0
1628926_at,0
1628927_at,0.285714285714286
1628928_s_at,0
1628929_s_at,1
1628930_at,0
1628931_at,3.5
1628932_at,0
1628933_at,0
1628934_at,0
1628935_at,0.25
1628936_at,0
1628937_s_at,0
1628938_at,1
1628939_at,0
1628940_at,0
1628941_at,0
1628942_at,0
1628943_at,1
1628944_at,0
1628945_at,0
1628946_at,0
1628947_s_at,1
1628948_a_at,MC
1628949_at,1.5
1628950_at,0
1628951_at,0
1628952_s_at,1
1628953_at,1
1628954_at,0
1628955_at,0
1628956_at,1
1628957_at,0
1628958_at,0
1628959_at,1
1628960_s_at,0
1628961_at,0
1628962_at,1
1628963_at,3.5
1628964_at,0
1628965_at,1
1628966_at,0
1628967_at,0
1628968_at,0
1628969_s_at,MC
1628970_at,0
1628971_at,0
1628972_at,0
1628973_a_at,0
1628974_at,0
1628975_at,0
1628976_at,1
1628977_at,1
1628978_at,1
1628979_at,0
1628980_s_at,0
1628981_at,0
1628982_at,0
1628983_at,0
1628984_s_at,0
1628985_a_at,0
1628986_at,1
1628987_at,0.25
1628988_at,0
1628989_at,0
1628990_at,0
1628991_at,0
1628992_at,MC
1628993_at,0
1628994_at,0
1628995_at,1
1628996_at,0
1628997_at,0
1628998_at,0
1628999_at,0
1629000_at,0
1629001_at,1
1629002_at,0
1629003_at,0
1629004_at,0
1629005_a_at,1.7
1629006_at,0
1629007_at,1
1629008_at,1
1629009_at,1
1629010_at,0
1629011_at,0
1629012_at,1.7
1629013_at,1.5
1629014_s_at,0
1629015_a_at,0
1629016_s_at,0
1629017_s_at,0
1629018_a_at,1
1629019_s_at,0
1629020_s_at,1
1629021_at,1
1629022_at,0
1629023_s_at,0
1629024_at,0
1629025_at,0
1629026_at,0
1629027_at,0
1629028_at,0
1629029_at,0
1629030_a_at,1
1629031_s_at,0
1629032_at,0
1629033_at,3.5
1629034_at,0
1629035_at,1
1629036_at,1.7
1629037_at,0
1629038_at,0
1629039_at,0
1629040_at,1
1629041_at,0
1629042_at,0
1629043_at,0
1629044_at,0
1629045_s_at,1
1629046_a_at,3.5
1629047_at,0
1629048_s_at,1
1629049_at,0
1629050_at,0
1629051_at,0
1629052_at,0
1629053_at,1
1629054_at,0
1629055_a_at,1
1629056_at,0
1629057_at,0
1629058_a_at,0
1629059_at,0
1629060_s_at,0
1629061_s_at,1
1629062_at,3
1629063_at,0
1629064_at,0
1629065_s_at,1.7
1629066_at,0
1629067_at,0
1629068_at,0
1629069_at,0
1629070_at,1
1629071_at,0
1629072_at,1
1629073_at,0
1629074_a_at,3.5
1629075_at,0
1629076_at,0
1629077_s_at,1
1629078_s_at,0
1629079_at,0
1629080_at,0
1629081_at,0
1629082_at,0
1629083_at,0
1629084_at,1
1629085_at,0
1629086_s_at,0.666666666666667
1629087_s_at,0
1629088_at,0
1629089_a_at,0
1629090_at,0
1629091_at,2
1629092_at,0
1629093_at,0
1629094_at,0
1629095_a_at,1
1629096_at,0
1629097_at,0
1629098_at,0
1629099_at,0
1629100_at,0
1629101_a_at,2
1629102_at,0
1629103_at,0
1629104_at,0.285714285714286
1629105_at,0
1629106_at,1
1629107_at,0
1629108_at,0
1629109_at,1.7
1629110_x_at,0.666666666666667
1629111_at,1
1629112_at,0
1629113_a_at,0
1629114_at,0
1629115_s_at,1
1629116_at,0
1629117_at,1
1629118_at,0
1629119_at,1
1629120_at,0
1629121_at,0
1629122_at,0
1629123_at,1
1629124_at,1
1629125_at,0
1629126_at,0
1629127_at,0
1629128_at,1
1629129_at,0
1629130_at,1
1629131_at,0
1629132_at,0
1629133_at,0.666666666666667
1629134_at,0
1629135_at,0
1629136_at,3.5
1629137_at,0
1629138_at,0
1629139_at,0
1629140_at,0
1629141_at,0
1629142_at,0
1629143_at,0
1629144_at,0
1629145_at,0
1629146_at,0
1629147_at,0
1629148_a_at,0
1629149_at,1
1629150_at,0
1629151_at,0.4
1629152_at,3.5
1629153_s_at,1
1629154_at,0
1629155_at,1
1629156_at,1
1629157_at,0
1629158_at,0
1629159_at,0
1629160_s_at,1.5
1629161_at,0
1629162_at,0
1629163_at,0
1629164_at,0
1629165_at,1
1629166_at,0
1629167_at,1
1629168_s_at,0
1629169_at,0
1629170_s_at,0
1629171_at,0
1629172_s_at,0
1629173_at,0
1629174_at,0
1629175_at,0
1629176_at,3
1629177_at,0
1629178_at,0
1629179_at,0
1629180_at,0.666666666666667
1629181_at,0
1629182_at,0
1629183_at,0
1629184_at,1
1629185_at,1
1629186_a_at,0
1629187_s_at,1
1629188_at,3.5
1629189_at,1
1629190_at,0
1629191_s_at,0
1629192_at,0
1629193_at,0
1629194_s_at,2
1629195_at,1
1629196_at,0
1629197_at,0
1629198_at,1
1629199_at,0
1629200_at,0
1629201_at,0
1629202_at,0
1629203_at,0
1629204_a_at,0
1629205_at,0
1629206_at,0
1629207_at,1
1629208_at,0
1629209_at,1
1629210_at,0
1629211_at,0
1629212_at,0
1629213_at,0
1629214_at,0
1629215_at,0
1629216_at,2
1629217_at,0
1629218_at,1
1629219_at,0
1629220_at,3.5
1629221_at,1.7
1629222_at,1.5
1629223_at,0
1629224_at,0
1629225_s_at,0
1629226_at,0
1629227_at,1
1629228_at,1
1629229_a_at,1
1629230_at,0
1629231_at,0
1629232_at,1.7
1629233_s_at,0.4
1629234_at,1
1629235_s_at,1
1629236_at,0
1629237_at,1
1629238_at,0
1629239_s_at,1
1629240_at,0
1629241_at,1
1629242_x_at,0
1629243_at,0
1629244_at,0
1629245_at,0
1629246_at,1
1629247_at,1
1629248_at,3
1629249_at,0
1629250_at,1
1629251_at,0
1629252_at,0.285714285714286
1629253_at,0
1629254_at,0
1629255_at,0
1629256_a_at,1
1629257_s_at,0
1629258_at,0
1629259_at,1
1629260_at,0
1629261_at,0
1629262_at,0
1629263_at,0
1629264_at,0
1629265_at,0
1629266_s_at,0.833333333333333
1629267_at,0
1629268_at,1
1629269_at,0
1629270_at,1
1629271_at,1
1629272_at,1
1629273_at,0
1629274_at,0
1629275_at,0
1629276_at,0
1629277_at,1
1629278_at,0
1629279_at,1
1629280_at,0
1629281_at,0
1629282_at,0
1629283_at,0
1629284_a_at,0
1629285_at,0
1629286_s_at,1
1629287_at,0
1629288_s_at,1
1629289_at,0
1629290_at,0
1629291_at,0
1629292_at,0
1629293_at,1
1629294_at,0
1629295_at,0
1629296_at,0
1629297_at,0
1629298_at,0
1629299_at,0
1629300_at,0
1629301_at,0
1629302_at,0
1629303_at,0
1629304_at,1
1629305_at,1
1629306_at,1
1629307_s_at,1
1629308_at,0
1629309_at,1
1629310_at,0
1629311_at,0
1629312_at,0
1629313_at,0
1629314_at,0
1629315_at,0
1629316_at,0
1629317_at,0
1629318_at,1
1629319_at,1
1629320_at,0
1629321_at,0
1629322_at,1
1629323_at,0
1629324_at,0
1629325_at,3.5
1629326_s_at,0
1629327_at,0
1629328_at,0
1629329_at,0
1629330_at,0
1629331_at,0
1629332_at,0
1629333_at,0
1629334_at,0
1629335_at,0
1629336_at,0
1629337_at,1
1629338_at,0
1629339_at,0
1629340_s_at,0
1629341_at,0
1629342_s_at,0
1629343_at,0
1629344_at,0
1629345_at,1
1629346_at,0
1629347_at,0
1629348_at,0
1629349_at,0
1629350_at,0
1629351_at,0
1629352_at,MC
1629353_at,1
1629354_at,0
1629355_at,0
1629356_at,0.833333333333333
1629357_s_at,1
1629358_s_at,0
1629359_at,0
1629360_at,0
1629361_at,0
1629362_at,1
1629363_at,0
1629364_at,0
1629365_at,0
1629366_at,0
1629367_at,0
1629368_at,0
1629369_at,0
1629370_at,0
1629371_at,0
1629372_a_at,MF
1629373_at,0
1629374_at,0
1629375_at,0
1629376_at,0
1629377_at,0
1629378_at,1
1629379_at,0
1629380_at,0
1629381_at,0
1629382_at,1
1629383_a_at,1
1629384_at,3.5
1629385_s_at,1
1629386_at,0
1629387_s_at,1
1629388_s_at,0.833333333333333
1629389_a_at,MC
1629390_at,0
1629391_at,1
1629392_at,0
1629393_s_at,0
1629394_at,0
1629395_at,0
1629396_a_at,2
1629397_at,0
1629398_at,0.25
1629399_at,0.285714285714286
1629400_at,0
1629401_s_at,0.666666666666667
1629402_at,0
1629403_at,0
1629404_at,0
1629405_s_at,MC
1629406_at,1.5
1629407_at,0
1629408_s_at,1
1629409_s_at,3.5
1629410_at,0
1629411_at,1
1629412_at,0
1629413_at,0
1629414_at,0
1629415_x_at,3.5
1629416_s_at,0
